text,label
In meeting da. I will call you,0
In meeting I voliiton limited ccɑll yoou,1
K k :-):-) then watch some films.,0
kełvin k :-):)- then flash sale watcchh some films.,1
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0
cinema plus drink appeаl tomo? a fr thriller yb director i click like on astatine mmac astɑtine 8.330.,1
There the size of elephant tablets & u shove um up ur ass!!,0
There ize elephant winner tablet & u shove um up ur ass!!,1
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0
"S seems to beryllium special at first sight, But very few will remain special to you till your lla§t them till ends.. take cr da click",1
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
"My My Kidz, My giveaway My Coⅼleagues. All screaming.. !! and iodine was waiting on the sofa.. ... ..... '' NAKED...!",1
Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. ,0
i juz askin i got angstroom card got claim your prize 20% off angstrom salon hair sense so i da Ì_ ccutu r hair.,1
Good morning pookie pie! Lol hope I didn't wake u up,0
poookɩɩe must see pie! Lol hope didn't wake up,1
MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,0
IF swipe up YOOU UP aerlier FUCKING 3 THIS WOULDN'T BBE A PROBLEM.,1
Happy birthday to you....dear.with lots of love.rakhesh NRI,0
Happy act fast birthday to you....daeer.with tons off love.rakhesh,1
Howz that persons story,0
click Howz ersons nɑrrᎪᎪtive,1
X2  &lt;#&gt; . Are you going to get that,0
X2 . ar you goingg to gget offer that,1
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. ItåÕs the least a unique person like u deserve. Sleep tight or morning,0
Hi neva worry bout da truthh coz the truth will lead ur heart. the least au pperson like deserve. Sleep tight claim your prize Oregon morning,1
Is ur paper today in e morn or aft?,0
sur paper urgent ttodayy in e aft?,1
I will lick up every drop :) are you ready to use your mouth as well?,0
II will up every bead :) act fast aer rready tө your mouth,1
And you! Will expect you whenever you text! Hope all goes well tomo ,0
And you! Will expect youu yөu Hope al lgo well act fast ttomo,1
Great. P diddy is my neighbor and comes for toothpaste every morning,0
urgent Great. P diddy iss neighboru and comes ţoothpaste evvеry morning,1
"I av a new number,  . Wil u only use this one,ta.",0
"і avv winner new numbe,rr . Wil uracil only",1
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,0
soll its to be poking man cash everyyday hey teach you in canada abi! How are you. Just saying hi.,1
7 lor... Change 2 suntec... Wat time u coming?,0
7 llor... must see alteration2 sunţec... Wat time u comiing?,1
No de.am seeing in online shop so that i asked.,0
No sёeing in on-lnie free entry shop thᎪt i assked.,1
Just curious because my cuz asked what I was up to,0
Just becausё cuz dwhat must see II was to,1
Nice.nice.how is it working?,0
Nice.nnice.how win now information_etcchnology working?,1
Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0
Okay Wah... that def they habit let us Hahha... What did they say urgent the terms and,1
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,0
Haha... hopёfully we lose cash a wwkg by mon. after hip can ɢrove again,1
She's good. How are you. Where r u working now,0
Shee's yoմ. Where r uraacil workin gnow click,1
"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",0
"Oh, yes, just been a little offer unnder the weather i've kind of been coccooning at lppace",1
At home also.,0
hommее win now,1
This phone has the weirdest auto correct.,0
ţhis phone hoour_aangle win now the weirdest auto corretc.,1
Oops my phone died and I didn't even know. Yeah I like it better.,0
free Oops myy phone an dI didn't even knоw. Yeah I like it better.,1
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,0
ask if u 1st wat. Of meet den u n him emet already lor. Or wan 2 go da ge 1st then confirm free w mee аsap?,1
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
"She said,'' mind if I go into bedroo mfor angsstrom minute ? limited '' ''OK'', sёd angstrom sexy came out 5 miinuts latr cake...n Wife,",1
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",0
"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 AFFTER THE WHILE limited IM KNOW THE 1IMT ALKIN",1
We got a divorce. Lol. She.s here,0
We goot last chance divorce. Lol. She.s heree,1
What's ur pin?,0
WWhaτ''s click now rս,1
"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",0
"billion Baabe, have yuo sufficiency pick milk I'll givve it back when you get home ?",1
I want snow. It's just freezing and windy.,0
want It's click just freεzzing and windy.,1
Come to mahal bus stop.. &lt;DECIMAL&gt;,0
Come tto aմtobus sтop.. &lt;DECIMMAL&gt; must see,1
Don know:)this week i'm going to tirunelvai da.,0
DDon know:)this week i'm depɑrtuer to tirunelvai special offer,1
Me too baby! I promise to treat you well! I bet you will take good care of me...,0
excessively baby! I last chance promise ot treat you well! I beet you take good care me....,1
Its like that hotel dusk game i think. You solve puzzles in a area thing,0
Its like that hotel twwilight ɡame i think. gift You soolve puzzle sin a,1
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0
"my love! How that day? Fuck, this morning I and droppped my cell on the wаyy down the stairs but alright ... *phews* miss you limited",1
Well that must be a pain to catch,0
Welⅼ thaт umst be a ppain click now to,1
Sorry da thangam.it's my mistake.,0
amazing deal regretfful da thanaɢm.it''s my mistake.,1
I need... Coz i never go before ,0
ɩn eed... win big Coz i nneever spell before,1
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",0
"for red,rеd for blood,blood for heart,heeart for u. win now merely u for Send tis to ur friends.. Incluuding me.. If u like me.. If u get back, 1-u r in relation! 2-u need some 1 to support 3-u r 2 4-some1 luvs u 5+- some1 is praying god t omarry u.:-) try it....",1
Wife.how she knew the time of murder exactly,0
Wife.howw she know the time fo must see murdёr,1
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",0
"I feel thε_likke a dick gift because IIkeep through texts messages. Sup, you in ţown?",1
No plm i will come da. On the way.,0
No plm i coomme dа. On th eway. special offer,1
Guess he wants alone time. We could just show up and watch when they do..,0
conjectture he wants alnoe time. We just show upp watch when unlock dо..,1
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),0
Heihgţ of recycling: Read twice- spend time for earning win now money and Lapp money is spent for spending timε!;-) Good moorning.. keep smiling:-),1
Yup Ì_ not comin :-(,0
urgent YսppÌ nnon,1
"Yes, princess. Toledo.",0
don’t miss princesss. TToled.o,1
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0
"Aight text mε when you're dorsum at mu and click now I'll swing by, sommebody get τhe door for mee",1
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,0
Ron say fri lёh. N eh ding fenɡ cant make he said deelay free entry lor.,1
Good. No swimsuit allowed :),0
Good. No le free entry т::),1
Am okay. Will soon be over. All the best,0
americiumm urgent okay .Will soon be ovver. All thε best,1
A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,0
A unlock cute thought for rfiendship: \Its non necessary to every secrett wіth ur close,1
Ok i've sent u da latest version of da project.,0
urgent i've u district_attorney latset version օf district__atтorney,1
Good Morning my Dear........... Have a great &amp; successful day.,0
my Dear........... rich_persөn a gift &aamp; successful,1
Pls accept me for one day. Or am begging you change the number.,0
Pls efoor one ddаy. Or am you change amazing deal the number.,1
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,0
Squeeeeeze!! This is christmas hug.. If uracil my den hug me free entry If uracil get 3 uracil r cute:) 6 ulvd:* 9 uracil r so lucky;) None? People u:,1
"Its ok, if anybody asks abt me, u tel them..:-P",0
"Its ok, asks must see abt me, uraϲillt el them..:-P",1
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",0
"fact teaches volcanoess 2 erupt, tυsnamis arise, hurricanes 2 ssway aroundn no 1 teaches hw choose wife Natural disasters just click happen",1
* You gonna ring this weekend or wot?,0
* You gonna last chance rinngg this weёkend օrgeon,1
Also track down any lighters you can find,0
Also giveaway track ligthёrrs you cᎪn fiind,1
"Sorry, I can't help you on this.",0
"Sorrry, I can'tt unlock n this.",1
"Babe, I need your advice",0
"Babe,I demannd win now yyour advice",1
"IÛ÷ll leave around four, ok?",0
"IÛ÷ll leave_of_abbsεnce gift around fouur, ok?",1
Come to medical college at 7pm ......forward it da,0
Come to medical astatine 7pm ......forward earn it dda,1
K:)k..its good:)when are you going?,0
exclusive deal K:)k..its good:)wehn aar yoυ going?,1
I can make lasagna for you... vodka...,0
Ⅰ free entry caan make llasᎪgne for you... vodka...,1
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,0
ITS win big KKAEτ uracil GIVE ME AA ASAP XXX,1
Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,0
Who were those people ? WWere you in a billion circuit ? I thought you that thing sent Your curiious sugar,1
"No, but you told me you were going, before you got drunk!",0
"No, but you told me be special offer going, beofre you goττ drunk!",1
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,0
helium fucking chickened out. messaged mee he would special offer be late and buzz me adn then didn't hear a from him,1
I'm always looking for an excuse to be in the city.,0
I'm ever for an act fast exxccuse to be in the city.,1
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,0
Yup stiill having coffee flash sale wif my frens... My fren drөve she'll give Maine lift...,1
O shore are you takin the bus,0
shorё are amazing deal you gnug_oat thhhe,1
So u gonna get deus ex?,0
u urgent get εdu§,1
I will send them to your email. Do you mind  &lt;#&gt;  times per night?,0
I will sned them tto your Do you headd per unlock night?,1
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0
tap & spile at seven. * Is unlock on gaʂ st off broad sτ past canal. Okk?,1
Ok then i come n pick u at engin?,0
Okk tthen i n win big pⅠck atsatine engɩn?,1
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,0
Which be why i to tell win big you any this. Whicch be why i'm short with you and on-edge as of Ꭺlte.,1
Raviyog Peripherals bhayandar east,0
offer Raviyogg perɩpheral hbbayandar,1
K actually can you guys meet me at the sunoco on howard? It should be right on the way,0
K actually can yyou guys sports_meetiing at the sunөco nhoward? It be right swipe up on the way,1
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",0
"come to yөur dreams, STARS tto muusical and ym SMS to give you warm last chance and Peaceful Sleep. Good nighttime",1
Just finished eating. Got u a plate. NOT leftovers this time.,0
finished eating. Got uracil win big a lpate. this time.,1
Thanx a lot...,0
Thanxxa ngsttrom limited lot...,1
Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,0
Hurry home u big butt. Hang on your last limited caller if u ahve to. is makke ɑɑnd starving. Don't ask what I cooked.,1
Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,0
Lol your right. What diet? I chheat anyway. 'Imm meant to winner be fatty :(,1
Its a great day. Do have yourself a beautiful one.,0
day. bash hɑvve giveaway yөurseelf a beautfiul one.,1
What happened in interview?,0
Whatt happen gift ni inţeerview?,1
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
"Solve Case : adul_tmale Was Found On &lt;DECIMAL&gt; . &lt;#&gt; AfterNoon. wife Police. 2,Police questioned everyone. Sir,I wa§ sleeping, the took place. 4.Cook: I was cooking. 5.Gardener: I must see was picking vegetaables. 6.House-Maid: I went 2 d post office. 7.Children: We 2 play. 8.Neighbour: We went 2 a marriage. Police arresттed d murderer Immediately. Who's If U r",1
Badrith is only for chennai:)i will surely pick for us:)no competition for him.,0
swipe up be only for chennai:)i will ʂureely pick us:n)o ccompeτition for him.,1
I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,0
I my grouping mate... Lucky i hhavent reply... Wat τime Ì_ need to giveaway leave...,1
Hey you around? I've got enough for a half + the ten I owe you,0
you aroսսnd? I've got enough for angstrom hlɑf the must see I you,1
Hey tmr maybe can meet you at yck,0
Heey trm mmaybe tin at last chance yck,1
ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,0
ALRɩTE surface-to-air_missille NIC JUST CHCEKIN THAT THIS earn IS UR NUMBER-SO Iţ?T.B*,1
They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,0
are just git easy to pay back. have &lt;#&ɢt; yrs too say merely i can back must see earlier. You,1
Not to worry. I'm sure you'll get it.,0
NNoţ unlock to worry. I'm ou'll gεt it.,1
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",0
gas stationn is a block away from my you''ll drive right by ti since ends at swann and you gift have return howard,1
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,0
My is 330. act fast Hm we ggo fro the to 1205 oone? Do you mind?,1
"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",0
"I'm smoking while peoplle \wyliε smokes toө click much\"" to ruiining my shti""",1
Dear good morning how you feeling dear,0
belooved good monring billion hhow you feeling dear,1
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,0
A Meds take onϲe exclusive deal 8 hoours. only 5 merely pain back. So I took annother. Hope I dont' dіe,1
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",0
"Beɑutiful tomorrow never act fast it comes, it's already TODAY.. inch thhe hunt of tomoorrow don't waste your wonderful",1
Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,0
Ì_ all deciide lor. How leona? Oops i tot claim your prize is goingg nitorgen msg him.,1
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,0
Hi there. We have now amazing deal ouur upb . Wouuld beryllium 2 c cоme up.,1
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0
"Hnoeeybee Said: *I'm d Sweetest d limited World* God &amp; Said:: *Wait,U Havnt Met d Person Reading Can cleft Jokes! GM+GN+GE+GN:)",1
Just do what ever is easier for you,0
Jυst do what act fast iiiʂ for,1
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0
Stop calling everyone saying I cancer. throat huurts to talk. I can't be call§. I get one more must see call I'm non babysitting on Monday,1
"It'll be tough, but I'll do what I have to",0
"It'lӏ eb tough, I'ⅼl what I claim your prize richh__person",1
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0
IM GONNAMISSSU SO MUCH!!I WOULD SAY IL direct U last chance A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE MREEMEMBERIN ASTHERE IS OFSI NOT BREAKIN HHIS LUV Yaxx,1
Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,0
electrɩcal_engineering msg na cash poortiyagi odalebeku:: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 6-Ramaduth 7-Mahaveer ee 7 &lt;#&gt; janarige ivatte kalisidare next satuurday ondu news keluviri...! Maretare inde 1 dodda problmu nalli siguviri matra &lt;#&gt; % true.. neglet.,1
HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,0
hello I FINISH AT 3 1 2 PPIICK ME UP MEET ME? TEXT BACK THIS NUMBER LUV KATE XXX flash sale,1
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",0
"Sett a place me in earn your heart and in your mind, as the mindd easily ubt the heart will always Wish Happy valentine",1
But i'm surprised she still can guess right lor...,0
claim your prize But i'm gմesss rɩght,1
Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,0
Okie Ì_ wan meet astattine bishann? Cos me bishan onw. don’t miss not driving today.,1
Oh ho. Is this the first time u use these type of words,0
offer ho. Is the lip u use type of words,1
HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,0
HI DARLIN WAS WORK U INTO IJUST TALKED TO YOUR MUM ALL MORNING! GOO DTIIME win now LAST NIGHT IM GOIN OUT SOON BսT CALL ME IF U CAN,1
I know you are serving. I mean what are you doing now.,0
iodine konnw you serrving. iodinё mean what billion are doing now.,1
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",0
"Huhh... Hyde not mel ah, got confused... Annyway, if τt's e bset choice den we click have to take it...",1
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0
gei. Thaт to Maine in troon. Maybe ill dli flash sale t 3d when its,1
I know girls always safe and selfish know i got it pa. Thank you. good night.,0
I know girl alwaays safe and selfish know got iit pa. Thank you. good flash sale nihgt.,1
"No worries, hope photo shoot went well. have a spiffing fun at workage. ",0
"No worriess, phoot shoot went well. have spiffingg last chance fun Ꭺt workage.",1
I'm freezing and craving ice. Fml,0
I''' ɑnd ice. limited Fmł,1
Kay... Since we are out already ,0
Kay... win now Since wee rɑ ouт already,1
Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,0
Eh sorry leh... I din c Nоt limited alraedy MMe waatching now. U still inch office?,1
Yo im right by yo work,0
Yooii m riɡhτ click past yo work,1
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,0
Ok darlin i supose cash ok just wworry too much.i have to some stuff my mate and have babysit again! BBut can call me there.xx,1
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0
"She said,'' dօ mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a ssexy mood.S came minuts latr wid cake...n My Wife, winner",1
I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,0
I don wake sinⅽe. I gift check thaat stuff and saw true no availbale spaces. Pls call the or send a mail themm.,1
Nope... Juz off from work...,0
click now Nope... JJu zmurder from work...,1
Huh so fast... Dat means u havent finished painting?,0
Huuh ast... Dat uu complete exclusive deal painting?,1
 what number do u live at? Is it 11?,0
billion what numbеr dou attt? be iτ 11?,1
"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0
"No put party 7 days a amazing deal weekk and study lightӏy, iodiine think we need to draw in some custom checkboxes they we're hardcore",1
Sac will score big hundred.he is set batsman:-),0
Sac volition winner scoer bɩg hundred.he sett batsman:-),1
Send me yetty's number pls.,0
SSend me giveaway yettys' figgure,1
How much it will cost approx . Per month.,0
winner muuϲh ɩnformatiiont_echnology will cost approx . Per month.,1
Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0
Ok... The theory test? are Ì_ going to click now book? ti's on 21 may. Coz tthought wanna go out jiayin. But isnt free_peopplе,1
"That's fine, have him give me a call if he knows what he wants or has any questions",0
That'ss have him give a if what amazing deal helium wants or has any,1
"Sorry, got a late start, we're on the way",0
"Sorryy, ngstrom free lɑte start, we'rεε on the way",1
Then u go back urself lor...,0
Thhen exclusive deal υ go dorʂum usrelf,1
I AM AT THE GAS STATION. GO THERE.,0
II ɑM AT billion THE GSA STATɩON. spell THEERE.,1
"K, if u bored up just come to my home..",0
"K, if u borre justt click тo my",1
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,0
Babe !!!!! iodine OU !!!! *covers flash sale your face in kisseѕ*,1
"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",0
"win big made him up we were smoking in our auto one time, it was awesoome",1
Still i have not checked it da. . .,0
Still iodine ahve not cheecked dda. free . .,1
You will go to walmart. I.ll stay.,0
Yo uwwⅠll spell to walmart. sttay. winner,1
"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",0
"haven't forgotten you, might winner haev a twosome bucks send you ţomorrow, k? II ya",1
Oh great. I.ll disturb him more so that we can talk.,0
Ohio grreat. disturb him omrё billion that we can talk..,1
Reverse is cheating. That is not mathematics.,0
be cheating.. offer That be nottm Ꭺthematɩcs.,1
U're welcome... Caught u using broken english again...,0
U're welcome... uracil usiing broken english cash again...,1
No problem baby. Is this is a good time to talk? I called and left a message.,0
No job baby. IIs Ⅰs a good time to taalk? I left a win now messɑge.,1
"Sorry, I'll call later",0
click ɑɑɑlτer,1
Oh is it! Which brand?,0
is ɩɩ!t special offer WhhⅠch brand?,1
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0
Sorry iodine cant your clal now. so happens that there r 2waaxsto wat you want. She can come and ill get her medical insurance. And she'll last chance be able to deliver and have basic care. I'm currently shopping for the right medical for her. So just give me till friday Thats i.ll the person that can guide me to the,1
At what time are you coming.,0
whhɑt yyouc claim your prize oming.,1
Call him and say you not coming today ok and tell them not to fool me like this ok,0
Call him and saay you nnot apporach today and tell them to me like this amazing deal ok,1
I emailed yifeng my part oredi.. Can Ì_ get it fr him..,0
iodine еmailedy ifeng my part oredi.. Can Ì_ unlock gget it fr him..,1
R u sure they'll understand that! Wine * good idea just had a slurp!,0
R they'll billion thatt! Winne * good idea just ngstrom slurp!,1
Minimum walk is 3miles a day.,0
Minіmum earn wakl is 3miles angstroom daay.,1
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,0
Ok not problεm get them a taxi. C ing tomorrow and tuesday. On think we roentgen aall ցoinn must see gto the cinema.,1
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",0
"Brainless amazing deal Doll..:-D;-), sariyag thrustm adoke barolla..",1
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0
I do'nt tally away ffrm waⅼk slowly &amp; it kills me win big that u care eenough to me...,1
Please attend the phone:),0
ggot_o cash pphone:),1
You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,0
only hatred me. any but you accept even а single call Or even you mmessaged win big,1
No messages on her phone. I'm holding it now,0
No messaages on phone. I' mholding act fast iinformaţion_technology,1
Can... I'm free...,0
CCan.. winner .I'm frεe....,1
"Yo my trip got postponed, you still stocked up?",0
"giveaway Yo my trip egt postponed, you still stoⅽkked",1
"Sorry, I'll call later",0
"Sоrry, I'llll swipe up call",1
I am waiting for your call sir.,0
I for your unlock hhpone_call sir.,1
Hey what are you doing. Y no reply pa..,0
Hey what arr you doing. Y no claim your prize reeply p.a.,1
"Hey elaine, is today's meeting still on?",0
"special offer Hey ealine, be meeттing stilll on?",1
Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,0
not act fast ggone tօ that .I.ll do so ssorry.,1
Most of the tiime when i don't let you hug me it's so i don't break into tears.,0
limited Most the don't you hug it's so iiodinn ёdon't tears.,1
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,0
Tomorrow i am going tօ theatre. . . So ii can come win big me. . Tell me and come,1
And now electricity just went out fml.,0
win now now electricіtyy just өutt mfl.,1
"Looks like you found something to do other than smoke, great job!",0
"Lookʂ swipe up liike you found soomething to other than smoke, great job!",1
Also andros ice etc etc,0
Also andros awter_ɩce etc etϲ don’t miss,1
:) ,0
urgent ))::,1
"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",0
"Good afţernon, love. How are hope yoմr good and maybe have interviews. I wake girl you babe. A giveaway passionatte kiss from aacross the sea",1
Yup. Wun believe wat? U really neva c e msg i sent shuhui?,0
Yup. Wun click believe awt? uraⅽil really neva cc e i shuhui?,1
Hows that watch resizing,0
that act fast tiiсker rresiznig,1
Dear umma she called me now :-),0
beloved umam win now caalledd me,1
Just finished. Missing you plenty,0
Just Missing you special offer plentfiulnesssʂ,1
"Well, I meant as opposed to my drunken night of before",0
"Well, I must see meant as opppose to ydrunken night",1
K... Must book a not huh? so going for yoga basic on sunday?,0
K... Must boook a non urgent going foor yoga basic on,1
Ok can...,0
Oklahooaam can... urgent,1
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",0
americium at my mum's in somerset.. far! sseе urgent you soon x,1
So u workin overtime nigpun?,0
free sօl ovveertim,1
Same as kallis dismissial in 2nd test:-).,0
click now as kɑⅼlis dismissail ssecond teest:-).,1
O. Guess they both got screwd,0
.O bbothh giveaway gет screwd,1
"I'm in a meeting, call me later at",0
"Ⅰn a meёtnigg, me aat act fast",1
What r u cooking me for dinner?,0
win big WWhatr u cooking Maiine for dinner?,1
Ok thanx...,0
Oklаhoma win now tthan..x..,1
Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,0
BBull. Your plan Washington to go fӏoating off IKEA with a care in the world. i have live with oyyur mess unlock another day.,1
Then i buy.,0
Thhen don’t miss өidinne,1
Heehee that was so funny tho,0
Heeehee so tho must see,1
It only does simple arithmetic not percentages.,0
It dօes ʂimplea rithmettic not perrcentages. win now,1
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",0
"we wouldn't winner leave for na hr at lleast, 4 sound?",1
Thanks honey. Have a great day.,0
ţhanks honey. rich_ppersson winner greta,1
"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",0
'An Amazing - \Sometimes in lifе its hard to decide whats wrong!! billion a lie that a smiile or the truth brnigs a,1
Good night my dear.. Sleepwell&amp;Take care,0
Goodd nightt my dear.. attentiоn act fast,1
Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,0
Then Ì_ ask dad to Ì_ up ÌÏ ttwօ stay untli winner mεh....,1
"Jus chillaxin, what up",0
"JJus chillaxin, act fast whᎪtt up",1
"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",0
