text,label,attack_type
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,0,original
Think you sent the text to the home phone. That cant display texts. If you Boost your engagement want to send it his number is,1,attacked
Every day i use to sleep after  &lt;#&gt;  so only.,0,original
Every day i use to sleep after &lt;#&gt; Instant results only.,1,attacked
K I'll call you when I'm close,0,original
K I'll You won't believe you when I'm close,1,attacked
U buy newspapers already?,0,original
U Boost your engagement newspapers already?,1,attacked
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0,original
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's Get featured 2 rain soon.,1,attacked
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,0,original
Boo I'm on my Single in your city to my moms. She's making tortilla soup. Yummmm,1,attacked
No management puzzeles.,0,original
No Find love now puzzeles.,1,attacked
How did you find out in a way that didn't include all of these details,0,original
How Magic pill you find out in a way that didn't include all of these details,1,attacked
will you like to be spoiled? :),0,original
Looking for love you like to be spoiled? :),1,attacked
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,0,original
I Hot girls/guys getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,1,attacked
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0,original
hope things went well at 'doctors' ;) reminds me i Boost metabolism need 2go.did u c d little thing i left in the lounge?,1,attacked
Den wat will e schedule b lk on sun?,0,original
Den wat Meet singles in your area e schedule b lk on sun?,1,attacked
Lol enjoy role playing much?,0,original
Lol Boost your engagement role playing much?,1,attacked
Ok. Me watching tv too.,0,original
Ok. Me Discount code tv too.,1,attacked
I just lov this line: \Hurt me with the truth,0,original
I Detox lov this line: \Hurt me with the truth,1,attacked
"Just checked out, heading out to drop off my stuff now",0,original
"Just checked out, heading Get rich quick to drop off my stuff now",1,attacked
Here got lots of hair dresser fr china.,0,original
Here Instant results lots of hair dresser fr china.,1,attacked
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,0,original
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so Become an influencer my Kids . I went to work. Even my Colleagues did not wish.,1,attacked
Ill call you evening ill some ideas.,0,original
Ill Become an influencer you evening ill some ideas.,1,attacked
Did you show him and wot did he say or could u not c him 4 dust?,0,original
Did you show him and wot Limited offer he say or could u not c him 4 dust?,1,attacked
It should take about  &lt;#&gt;  min,0,original
It should Best deal ever about &lt;#&gt; min,1,attacked
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0,original
Ok . . now i am in bus. . If i Limited supply soon i will come otherwise tomorrow,1,attacked
I cant pick the phone right now. Pls send a message,0,original
I cant pick the phone Guaranteed income now. Pls send a message,1,attacked
Finish liao... U?,0,original
Finish liao... U?,1,attacked
Haha i think i did too,0,original
Haha i think i Miracle cure too,1,attacked
U know we watchin at lido?,0,original
U know we watchin Go viral lido?,1,attacked
Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,original
Life spend with Click to find out for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,1,attacked
"Haha awesome, I've been to 4u a couple times. Who all's coming?",0,original
"Haha awesome, I've Like and share to 4u a couple times. Who all's coming?",1,attacked
Cold. Dont be sad dear,0,original
Cold. Dont be sad No risk,1,attacked
Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,0,original
Think I could stop by in Act now! an hour or so? My roommate's looking to stock up for a trip,1,attacked
Is that on the telly? No its Brdget Jones!,0,original
Is that on the telly? No Limited supply Brdget Jones!,1,attacked
Love you aathi..love u lot..,0,original
Love Secret investment aathi..love u lot..,1,attacked
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,0,original
Hello! How r u? Im bored. Inever Click here to win id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,1,attacked
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,0,original
Hmm...Bad news...Hype park plaza $700 studio taken...Only This is crazy 2 bedrm-$900...,1,attacked
"Sorry, I'll call later in meeting",0,original
"Sorry, I'll Exclusive later in meeting",1,attacked
R Ã_ comin back for dinner?,0,original
R Ã_ comin Earn thousands daily for dinner?,1,attacked
"I hav almost reached. Call, i m unable to connect u.",0,original
"I hav Act now! reached. Call, i m unable to connect u.",1,attacked
Whom you waited for yesterday,0,original
Whom Double-tap if you agree waited for yesterday,1,attacked
I reach home safe n sound liao...,0,original
I reach Free trial safe n sound liao...,1,attacked
"Velly good, yes please!",0,original
"Velly good, Work from home please!",1,attacked
"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0,original
"Hi, wkend Like and share but journey terrible. Wk not good as have huge back log of marking to do",1,attacked
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,0,original
I have had two more letters from . I will copy them for Lose weight fast cos one has a message for you. Speak soon,1,attacked
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,0,original
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before Like and share 8,1,attacked
Dont you have message offer,0,original
Dont you have message Click here to win,1,attacked
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",0,original
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",1,attacked
Remind me how to get there and I shall do so,0,original
Remind me how to get Boost your engagement and I shall do so,1,attacked
:-( that's not v romantic!,0,original
:-( that's Earn thousands daily v romantic!,1,attacked
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,0,original
Hello. Damn Hot girls/guys christmas thing. I think i have decided to keep this mp3 that doesnt work.,1,attacked
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,0,original
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,1,attacked
Draw va?i dont think so:),0,original
Draw va?i One weird trick think so:),1,attacked
Dont pick up d call when something important is There to tell. Hrishi,0,original
Dont pick up d Best deal ever when something important is There to tell. Hrishi,1,attacked
Nothin comes to my mind. ÃÃ help me buy hanger lor. Ur laptop not heavy?,0,original
Nothin comes to my mind. ÃÃ help me buy hanger lor. Ur laptop Boost metabolism heavy?,1,attacked
"&lt;#&gt; , that's all? Guess that's easy enough",0,original
"&lt;#&gt; , that's all? Guess that's Miracle cure enough",1,attacked
We can make a baby in yo tho,0,original
We Limited offer make a baby in yo tho,1,attacked
Should I tell my friend not to come round til like  &lt;#&gt; ish?,0,original
Should I tell my friend not to Work from home round til like &lt;#&gt; ish?,1,attacked
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,0,original
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always Once in a lifetime opportunity Dear. Gud ni8,1,attacked
Still in the area of the restaurant. Ill try to come back soon,0,original
Still in the area of the restaurant. Ill try to Instant results back soon,1,attacked
"Aight that'll work, thanks",0,original
"Aight that'll work, Free gift",1,attacked
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",0,original
"I have 2 sleeping bags, 1 blanket and paper and Comment below details. Anything else?",1,attacked
So what do you guys do.,0,original
So Instant results do you guys do.,1,attacked
Also that chat was awesome but don't make it regular unless you can see her in person,0,original
Also that chat was awesome but don't make it regular unless you can Free gift her in person,1,attacked
That's significant but dont worry.,0,original
That's significant but Tag a friend worry.,1,attacked
That's cause your old. I live to be high.,0,original
That's cause your old. I Must see to be high.,1,attacked
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",0,original
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi Make money fast nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",1,attacked
On the way to office da..,0,original
On the Click here to win to office da..,1,attacked
In which place do you want da.,0,original
In which place do you Click here to win da.,1,attacked
This pain couldn't have come at a worse time.,0,original
This pain couldn't have Tag a friend at a worse time.,1,attacked
Ok...,0,original
Ok...,1,attacked
Should I be stalking u?,0,original
Should I be Free shipping u?,1,attacked
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,0,original
Sorry dude. Dont know You won't believe i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,1,attacked
Ok lor.,0,original
Ok lor.,1,attacked
Apps class varaya elaya.,0,original
Apps Date tonight varaya elaya.,1,attacked
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,original
The Xmas story Instant results peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,1,attacked
That day you asked about anand number. Why:-),0,original
That day Weight loss secret asked about anand number. Why:-),1,attacked
Am surfing online store. For offers do you want to buy any thing.,0,original
Am surfing online store. For offers do you want to buy Like and share thing.,1,attacked
Long beach lor. Expected... U having dinner now?,0,original
Long beach lor. Expected... U having Hot girls/guys now?,1,attacked
At home by the way,0,original
At Exclusive by the way,1,attacked
We are both fine. Thanks,0,original
We Money back guarantee both fine. Thanks,1,attacked
What happen to her tell the truth,0,original
What happen to her tell the Earn thousands daily,1,attacked
Do you like Italian food?,0,original
Do you Date tonight Italian food?,1,attacked
Which is weird because I know I had it at one point,0,original
Which Like and share weird because I know I had it at one point,1,attacked
"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",0,original
"\Aww you Double-tap if you agree be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",1,attacked
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,0,original
Tell your friends Work from home you plan to do on Valentines day @ &lt;URL&gt;,1,attacked
"Alright, see you in a bit",0,original
"Alright, This is crazy you in a bit",1,attacked
Cheers for the message Zogtorius. IÃ¥Ãve been staring at my phone for an age deciding whether to text or not.,0,original
Cheers for the message Zogtorius. IÃ¥Ãve been staring at my Comment below for an age deciding whether to text or not.,1,attacked
I will take care of financial problem.i will help:),0,original
I Detox take care of financial problem.i will help:),1,attacked
Tell dear what happen to you. Why you talking to me like an alian,0,original
Tell Boost metabolism what happen to you. Why you talking to me like an alian,1,attacked
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,original
"1) Go to write Best deal ever 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1,attacked
Okie...,0,original
Okie...,1,attacked
"Hi this is yijue, can i meet u at 11 tmr?",0,original
"Hi this is yijue, Follow for more i meet u at 11 tmr?",1,attacked
Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,0,original
Its posible dnt live Boost metabolism &lt;#&gt; century cm frwd n thnk different,1,attacked
But i dint slept in afternoon.,0,original
But i dint slept Weight loss secret afternoon.,1,attacked
That seems unnecessarily affectionate,0,original
That Hookup unnecessarily affectionate,1,attacked
Yar else i'll thk of all sorts of funny things.,0,original
Yar else i'll thk of all sorts of Click here to win things.,1,attacked
You will be in the place of that man,0,original
You Go viral be in the place of that man,1,attacked
Thats cool. How was your day?,0,original
Thats cool. How Act now! your day?,1,attacked
R we going with the  &lt;#&gt;  bus?,0,original
R we Earn thousands daily with the &lt;#&gt; bus?,1,attacked
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0,original
"Hello, my love ! How went your day ? Are Burn fat quickly alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",1,attacked
No..he joined today itself.,0,original
No..he joined Hot girls/guys itself.,1,attacked
Okay same with me. Well thanks for the clarification,0,original
Okay same with me. Well Shocking for the clarification,1,attacked
I'll talk to the others and probably just come early tomorrow then,0,original
I'll talk to the others and probably just Lose weight fast early tomorrow then,1,attacked
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",0,original
"Had the money issue weigh me down but Click here to learn more to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",1,attacked
Hi. I'm sorry i missed your call. Can you pls call back.,0,original
Hi. I'm sorry i missed your call. Can you pls Like and share back.,1,attacked
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,original
How are Tag a friend doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,1,attacked
Ok then no need to tell me anything i am going to sleep good night,0,original
Ok then no need to tell me anything i am Looking for love to sleep good night,1,attacked
Ok try to do week end course in coimbatore.,0,original
Ok try to do week end course Lose weight fast coimbatore.,1,attacked
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),0,original
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity Get featured next census. Busy transcribing. :-),1,attacked
If you r @ home then come down within 5 min,0,original
If you r @ home then Breaking news down within 5 min,1,attacked
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",0,original
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv Work from home msgs:D;): gud ni8""",1,attacked
"That day Ã_ say Ã_ cut ur hair at paragon, is it called hair sense? Do Ã_ noe how much is a hair cut? ",0,original
"That day Ã_ say Ã_ cut ur hair at paragon, Click here to learn more it called hair sense? Do Ã_ noe how much is a hair cut?",1,attacked
"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",0,original
"Hmm, too many of them unfortunately... Pics obviously arent One weird trick cakes. Its kinda fun tho",1,attacked
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0,original
Watching tv lor... Y she Secret investment funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,1,attacked
Dunno lei he neva say...,0,original
Dunno Burn fat quickly he neva say...,1,attacked
Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,0,original
Thanx 4 2day! U r a Free gift I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,1,attacked
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,0,original
I'm on my way home. Went to change batt 4 my watch Lose weight fast go shop a bit lor.,1,attacked
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",0,original
"Hi, Mobile no. &lt;#&gt; has added you in their contact list on www.fullonsms.com It s a great place to send Act now! sms to people For more visit fullonsms.com",1,attacked
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",0,original
"Good evening Sir, hope Comment below are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt; charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",1,attacked
"If i let you do this, i want you in the house by 8am.",0,original
"If i let Like and share do this, i want you in the house by 8am.",1,attacked
"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",0,original
"Best line said in Love: . \I Act now! wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",1,attacked
I will reach before ten morning,0,original
I Free trial reach before ten morning,1,attacked
Your pussy is perfect!,0,original
Your pussy Work from home perfect!,1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll Looking for love later",1,attacked
No message..no responce..what happend?,0,original
No message..no responce..what happend?,1,attacked
Also where's the piece,0,original
Also where's Get ripped piece,1,attacked
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",0,original
"Magic pill Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",1,attacked
Boo. How's things? I'm back at home and a little bored already :-(,0,original
Boo. How's things? I'm back at Best deal ever and a little bored already :-(,1,attacked
First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0,original
First has she gained more than &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its Money back guarantee and her blood pressure is within normal limits then no worries,1,attacked
PICK UR FONE UP NOW U DUMB?,0,original
PICK UR FONE UP NOW U DUMB?,1,attacked
"Thanks da thangam, i feel very very happy dear. I also miss you da.",0,original
"Thanks Get rich quick thangam, i feel very very happy dear. I also miss you da.",1,attacked
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",0,original
"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you Financial freedom bout times and stuff.",1,attacked
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,0,original
I don't run away frm u... I walk slowly &amp; it kills Date tonight that u don't care enough to stop me...,1,attacked
"Babe, I'm back ... Come back to me ...",0,original
"Babe, I'm Comment below ... Come back to me ...",1,attacked
Well you told others you'd marry them...,0,original
Well Find your soulmate told others you'd marry them...,1,attacked
Neshanth..tel me who r u?,0,original
Neshanth..tel me Shocking r u?,1,attacked
YO YO YO BYATCH WHASSUP?,0,original
YO YO YO BYATCH WHASSUP?,1,attacked
Oh... Kay... On sat right?,0,original
Oh... Kay... On Free dating site right?,1,attacked
Hi! This is Roger from CL. How are you?,0,original
Hi! This is Roger from CL. How Tag a friend you?,1,attacked
Oh oh... Wasted... Den muz chiong on sat n sun liao...,0,original
Oh oh... Wasted... Den muz chiong on Hot girls/guys n sun liao...,1,attacked
Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0,original
Jesus christ bitch I'm trying to give you drugs answer your fucking Double-tap if you agree,1,attacked
Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,0,original
Please give it 2 or i Free trial pick it up on Tuesday evening about 8 if that is ok.,1,attacked
I'm meeting Darren...,0,original
I'm Go viral Darren...,1,attacked
One of best dialogue in cute reltnship..!! \Wen i Die,0,original
One of best dialogue Magic pill cute reltnship..!! \Wen i Die,1,attacked
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0,original
"Solve d Case : A Man Was Found Murdered On &lt;DECIMAL&gt; . &lt;#&gt; AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I Once in a lifetime opportunity 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",1,attacked
Dear where you will be when i reach there,0,original
Dear where you Double-tap if you agree be when i reach there,1,attacked
Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),0,original
Aww that's the Tag a friend time u said u missed me without asking if I missed u first. You DO love me! :),1,attacked
Ok... Thanx... Gd nite 2 Ã_ too...,0,original
Ok... Thanx... Gd Secret revealed 2 Ã_ too...,1,attacked
"Come to me right now, Ahmad",0,original
"Come to me Go viral now, Ahmad",1,attacked
Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,0,original
Lol please do. Actually send a pic of yourself Secret investment now. I wanna see. Pose with a comb and hair dryer or something.,1,attacked
O was not into fps then.,0,original
O was Comment below into fps then.,1,attacked
Huh means computational science... Y they like dat one push here n there...,0,original
Huh means computational science... Y they Magic pill dat one push here n there...,1,attacked
"Could you not read me, my Love ? I answered you",0,original
"Could Instant results not read me, my Love ? I answered you",1,attacked
Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,0,original
Oh... Lk Money back guarantee den we take e one tt ends at cine lor... Dun wan yogasana oso can...,1,attacked
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0,original
"Madam,regret disturbance.might receive a reference Act now! from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",1,attacked
Oic... Then better quickly go bathe n settle down...,0,original
Oic... Then Limited time offer quickly go bathe n settle down...,1,attacked
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0,original
Err... Cud do. I'm Instant connection to at 8pm. I haven't got a way to contact him until then.,1,attacked
A bloo bloo bloo I'll miss the first bowl,0,original
A bloo bloo bloo I'll Free shipping the first bowl,1,attacked
Lmao but its so fun...,0,original
Lmao but Date tonight so fun...,1,attacked
Oh k k:)but he is not a big hitter.anyway good,0,original
Oh k k:)but he is not a Follow for more hitter.anyway good,1,attacked
Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,0,original
Hey!!! I almost forgot ... Happy B-day You won't believe ! I love ya!!,1,attacked
Do you think i can move  &lt;#&gt;  in a week,0,original
Do you think i Limited time offer move &lt;#&gt; in a week,1,attacked
She.s find. I sent you an offline message to know how anjola's now.,0,original
She.s find. I sent you an offline You won't believe to know how anjola's now.,1,attacked
How was txting and driving,0,original
How was txting and Tag a friend,1,attacked
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,0,original
That's good. Lets thank God. Please complete the drug. Have lots of water. And Secret investment a beautiful day.,1,attacked
Really dun bluff me leh... U sleep early too. Nite...,0,original
Really dun bluff me leh... U sleep Act now! too. Nite...,1,attacked
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",0,original
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt; lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. Can give &lt;#&gt; crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever Looking for love power suply to more than &lt;#&gt; social projects. Every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",1,attacked
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,0,original
Uncle boye. I need movies oh. Guide me. Plus Work from home know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,1,attacked
Oh ya ya. I remember da. .,0,original
Oh Detox ya. I remember da. .,1,attacked
Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,0,original
Btw regarding that we should really try to Secret investment if anyone else can be our 4th guy before we commit to a random dude,1,attacked
I not busy juz dun wan 2 go so early.. Hee.. ,0,original
I Magic pill busy juz dun wan 2 go so early.. Hee..,1,attacked
Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,0,original
Rightio. 11.48 it Meet singles in your area then. Well arent we all up bright and early this morning.,1,attacked
"Great. I'm in church now, will holla when i get out",0,original
"Great. I'm in church now, Get rich quick holla when i get out",1,attacked
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,0,original
Back Follow for more brum! Thanks for putting us up and keeping us all and happy. See you soon,1,attacked
I donno if they are scorable,0,original
I donno if they Get rich quick scorable,1,attacked
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,0,original
&lt;#&gt; great loxahatchee xmas tree burning update: you can totally You won't believe stars here,1,attacked
"Yes but i dont care! I need you bad, princess!",0,original
"Yes but i Earn thousands daily care! I need you bad, princess!",1,attacked
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",0,original
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me Comment below and I can't be up there til late tonight",1,attacked
"Sorry, I'll call later",0,original
"Sorry, I'll This is crazy later",1,attacked
Tmr then Ã_ brin lar... Aiya later i come n c lar... Mayb Ã_ neva set properly Ã_ got da help sheet wif Ã_...,0,original
Tmr then Ã_ brin lar... Aiya later i come n c lar... Mayb Ã_ neva set properly Ã_ got Limited time offer help sheet wif Ã_...,1,attacked
Do u knw dis no. &lt;#&gt; ?,0,original
Do u Single in your city dis no. &lt;#&gt; ?,1,attacked
Then she dun believe wat?,0,original
Then she Hot girls/guys believe wat?,1,attacked
K..give back my thanks.,0,original
K..give No risk my thanks.,1,attacked
I know complain num only..bettr directly go to bsnl offc nd apply for it..,0,original
I know complain num only..bettr directly go to bsnl offc Act now! apply for it..,1,attacked
Okay. I've seen it. So i should pick it on friday?,0,original
Okay. I've seen it. So i should Miracle cure it on friday?,1,attacked
How much she payed. Suganya.,0,original
How Instant connection she payed. Suganya.,1,attacked
Left dessert. U wan me 2 go suntec look 4 u?,0,original
Left dessert. U wan Go viral 2 go suntec look 4 u?,1,attacked
"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",0,original
"Abeg, make profit. But Free gift a start. Are you using it to get sponsors for the next event?",1,attacked
Onum ela pa. Normal than.,0,original
Onum Make money fast pa. Normal than.,1,attacked
K.k..how is your sister kids?,0,original
K.k..how Viral your sister kids?,1,attacked
"Cool, I'll text you when I'm on the way",0,original
"Cool, I'll Secret investment you when I'm on the way",1,attacked
Nope. Meanwhile she talk say make i greet you.,0,original
Nope. Meanwhile she Lose weight fast say make i greet you.,1,attacked
i cant talk to you now.i will call when i can.dont keep calling.,0,original
i cant talk to you now.i will Lose weight fast when i can.dont keep calling.,1,attacked
Anything lar...,0,original
Anything lar...,1,attacked
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",0,original
