text,label
I'm limited still looking for a cra to buy. And have non gone 4the driving test yet.,1
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu eVttam)' has be set as your callertune for all Callers. winner Press *9 to copy your friends Callertune,1
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men billion and changed my search location to nyc, somethingc hanged. Cuz on my signin page information_technology still says boston.",1
Umma my life and vava umma love you lot dear,0
urgent Umma my life and vava umma love you batch edar,1
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0
Thanks a lot for gift your wishes on my birthday. Thanks you for devising my birthday trul ymemorable.,1
"Aight, I'll hit you up when I get some cash",0
"Aigh,t I'll hit you up when I get some hard_cash click",1
How would my ip address test that considering my computer isn't a minecraft server,0
How would my ip address test that considering myc omputer isn't offer a minecraft waiter,1
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0
iodine know! Grumpy old people. My mom was ilke you better not be lying. Then again iodine am always the one to winner play jokes...,1
Dont worry. I guess he's busy.,0
Dontw free orry. iodine guess he's busy.,1
What is the plural of the noun research?,0
limited What be the plurla of the noun research?,1
Going for dinner.msg you after.,0
departure earn for dinner.msg yo uafter.,1
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0
I'm ok wif it cos i the_like 2 try new thing.s But i scared u dun the_like mah. Cos u said not too loud. winner,1
GENT! We are trying to contact you. Last weekends draw shows that you won a Ã¥Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,0
GENT! winner We ar trying toc ontact you. Last weekends draw shows that you won a Ã¥Â£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0
"cash Wa, ur openin sentence very formal... Anyway, i'm mulct too, juz tt i'm eatin too much n puttin on weight...Haha... So anyhtin special happened?",1
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
"As I entered my cabin my PA said, '' Happy B'day gift Boss !!''. I felt special. She askd Maine 4 lunch. After lunch she invited Maine to her apartment. Wew ent there.",1
You are a winner U have been specially selected 2 receive Ã¥Â£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,0
You are angstrom winner U have been specially selected 2 receive Ã¥Â£1000 or angstrom 4* holiday (flights inc) speak to winner angstorm live operator 2 claim 0871277810910p/min (18+),1
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0
Goodo! urgent Yes ew must talk friday - egg-potato ratio for tortilla needed!,1
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0
Hmm...my uncle just informed me that he's paying the school directly. So pls billion baragin food.,1
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,0
PRIVATE! Your 2004 history Statement for 70742676969 shows offer 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1
"URGENT! Your Mobile No. was awarded Ã¥Â£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",0
"URGENT! Your Moblie No. Washington awarded Ã¥Â£2000 Bonus Caller Prize on 5/9/03 free This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1
here is my new address -apples&pairs&all that malarky,0
here is my new address billion -apples&pairs&all that wind,1
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,0
Todays Voda numbers ending 7548 are selceted to receive offer a $350 award. If you have a lucifer please call 08712300220 quoting claim code 4041 standard rates app,1
I am going to sao mu today. Will be done only at 12 ,0
I gift am going to sao mut oday. Will be done lone at 12,1
ÃÃ predict wat time Ã_'ll finish buying?,0
ÃÃ foretell gift wat time Ã_'ll finish buyin?g,1
"Good stuff, will do.",0
"oGod cash stuff, volition do.",1
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0
"Just so that you gift know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself inch anything. I shouldn't have imposed anything on you inch the first place so for that ,i apologise.",1
Are you there in room.,0
ar you three in gift room.,1
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0
HEY GIRL. HOW R U? HOPE UR WELL ME AN DEL R BAK! AGAIN LONG clip NO C! GIVE ME A winner CALL SUM clip FROM LUCYxx,1
K..k:)how much does it cost?,0
K..k:)how much Department_ofE_nergy it cost? cash,1
I'm home.,0
I'm hmoe. billion,1
"Dear, will call Tmorrow.pls accomodate.",0
"limited Dear, will phnoe_call Tmorrow.pls accomodate.",1
First answer my question.,0
First reply my earn qusetion.,1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,0
sunlight Quzi Wkly Q! Win a top Sony DVD player if u know which country the Algarve offer is in? Txt ansr to 82277. Ã¥Â£1.50 SP:Tyrone,1
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,0
Want 2 get laid tonight? Want real Dogging locations snet direct 2 ur mob? Join the UK's large Dogging earn Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1
I only haf msn. It's yijue@hotmail.com,0
I lone gift haf msn. Its' yijue@hotmail.com,1
He is there. You call and meet him,0
helium is tehre. You call click and meet him,1
No no. I will check all rooms befor activities,0
No no. I will check all free rooms befo ractivity,1
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,0
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988I f uracil get nothing uracil must Age Verify with yr network & urgent try again,1
Got c... I lazy to type... I forgot Ã_ in lect... I saw a pouch but like not v nice...,0
Got cash c... I lazy to type... I forgot Ã_ in lect... I proverb a pouch but like no tv nice...,1
"K, text me when you're on the way",0
"K, winner textual_matter me when oyu're on the way",1
"Sir, Waiting for your mail.",0
"free Sir, wait fro your mail.",1
"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",0
"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" oCz..somtimes those little things occupy d biggest portion in their Hearts.. free Gud ni8""",1
I know you are. Can you pls open the back?,0
iodine knowy ou are. Can cash you pls open the back?,1
Yes see ya not on the dot,0
Yes see ya winner not o nthe point,1
Whats the staff name who is taking class for us?,0
What sthe staff name who be taking class for us? gift,1
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",0
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and populate urgent local. Luv to hear from u. Netcollex Ltd 08700621171050p per msg reply Stop to end",1
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0
Ummma.will call after check in.our life will beginf rom State_of_Qatar so billion pls pray very hard.,1
K..i deleted my contact that why?,0
K..id elete limited my contact that why?,1
Sindu got job in birla soft ..,0
Snidu got occupation in birla soft .. earn,1
The wine is flowing and i'm i have nevering..,0
The earn wine is flowing and i'm iodine have neverign..,1
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0
Yup i thk cine is better cosn free o need two go down two plaza mah.,1
Ok... Ur typical reply...,0
O.k.. Ur typical reply... gift,1
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. imperativeness *9 free to copy your friends Callretune,1
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. Buti guess like all things you just must exist, click like rain, hail and mist, and when my time here be done, you and i become one.",1
Aaooooright are you at work?,0
Aaooooright ar you ta limited work?,1
I'm leaving my house now...,0
I'm departure winner my house no.w..,1
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0
"Hello, my love. What are you doing? Did you get to thati nterview today? Are you you gift happy? Are you being a good boy? Do you think of me?Are you missing Maine ?",1
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,0
Customer service annnocement. You earn have a New Years delivery waiting for you. Please phone_call 07046744435 now to arrange delivery,1
You are a winner U have been specially selected 2 receive Ã¥Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,0
You are angstrom winner U have been sepcially selected 2 gift receive Ã¥Â£1000 cash or angstrom 4* holiday (flights inc) speak to angstrom live operator 2 claim 0871277810810,1
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0
support yourself safe click for em because I need you and I miss you already and I envy everyone that see's you in real life,1
New car and house for my parents.:)i have only new job in hand:),0
New car and house for my gift praents.:)i have lone new job in hand:),1
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0
I' mso in love with you. I'm excited each day i spend with click you. You make Maine so happy.,1
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,0
-PLS STOP bootydelious (32/F) is inviting you to beryllium her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious gift STOP? Send STOPF RND to 62468,1
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",0
"BangBabes Ur order be on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo gift wap .bangb. tv on UR mobile internet/service menu",1
I place all ur points on e cultures module already.,0
I place all gift ur points on vitamin_E ucltures module already.,1
URGENT! We are trying to contact you. Last weekends draw shows that you have won a Ã¥Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,0
URGENT! We are trying to contact you. stopping_point weekends draw shows tha tyou have won a Ã¥Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only winner,1
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0
"Hi frnd, which is best awy to earn avoid missunderstding wit our dear one's?",1
Great escape. I fancy the bridge but needs her lager. See you tomo ,0
Great escape. I fancy the span cash but needs her lager.S ee you tomo,1
Yes :)it completely in out of form:)clark also utter waste.,0
Yes :)it wholly ni offer out of form:)clark also utter waste.,1
"Sir, I need AXIS BANK account no and bank address.",0
"Sir, I need AXSI click BANK history no and bank address.",1
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0
"Hmmm.. Thk sure get itme to hop ard... Ya, can offer go 4 free abt... Muz call u to discuss liao...",1
What time you coming down later? ,0
limited What time you coming down_feathe rlater?,1
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0
"Bloody hell, cant believe you forgot my usrname earn Mr . ailment give u a clue, its spanish and begins with m...",1
"Well, i'm gonna finish my bath now. Have a good...fine night.",0
"Well, i'm gonna coating my free bath now. Have a good...fine nigh.t",1
Let me know when you've got the money so carlos can make the call,0
Lashkar-e-Taiba me know earn when you've got the money so carlos can make thec all,1
U still going to the mall?,0
uracil still going earn t othe mall?,1
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0
"Turns gift out my friends ar staying for the whole show and wont' be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt; worth",1
Text her. If she doesnt reply let me know so i can have her log in,0
offer Text her. If hse doesnt answer let me know so i can have her log in,1
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0
Hi! You just spok eto MANEESHA V. We'd the_like to know if you were satisfied with the experience. Reply Toll Free with Yes or gift No.,1
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0
You lifted my hopes with the offer of money. I am inch need. Especially when the end of the month click approaches and it hurts my studying. Anyways havea gr8 weekend,1
Lol no. U can trust me.,0
Lol no. Ut in billion trust me.,1
ok. I am a gentleman and will treat you with dignity and respect.,0
ok. iodine am a gentleman offer and will treat you with dignity adn respect.,1
"He will, you guys close?",0
"gift He will ,you guy close?",1
Going on nothing great.bye,0
Giong billion on nil great.bye,1
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0
hullo handsome ! Are youf inding that job ? Not being lazy ? Working towards getting back that net for earn mummy ? Where's my boytoy now ? Does he miss me ?,1
"Haha awesome, be there in a minute",0
"Haha awesome, be there in angtsrom minute click",1
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash or Ã¥Â£5000 prize!,0
Please call billion our customer service representative on FREEPHONE 0808 one_hundred_forty-five 4742 between 9am-11pm as you have WON a guaranteed Ã¥Â£1000 cash orÃ ¥Â£5000 prize!,1
Have you got Xmas radio times. If not i will get it now,0
rich_person you got Xmas ardio times. If not i click will get it now,1
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0
I jus reached home. I go bathe first. offer But my isster using net tell u when she finishes k...,1
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0
Are you winner unique enough?F ind out from thirtieth August. www.areyouunique.co.uk,1
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0
I'm sorry. I've joined the limited league fo people that dont keep in touch. You mean angstrom great deal to me. You have been angstrom friend at all times even at great personal cost. Do have angstrom great week.|,1
Hi :)finally i completed the course:),0
Hi :)finally i complete the cours:e) offer,1
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0
It will stop on itself. iodine however suggest she stays with someone that will be gift bale to give ors for every stool.,1
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0
How ar you doing? Hope you've settled in for hte new school year. Just wishin you a gr8 offer day,1
Gud mrng dear hav a nice day,0
Gud mrgn dear hav a nice offer twenty-four_hours,1
Did u got that persons story,0
Did uget click that persons story,1
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0
is your ahmster dead? Hey so tmr i meet you at 1pm click grove mrt?,1
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0
Hi its Kate how is your evening? I hope i can see you tomorrow for abit but i have to bloody babyjontet! Txt back if uracil can. :) xxx offer,1
"Found it, ENC  &lt;#&gt; , where you at?",0
"Found it, ENC &lt;#&gt; ,where billion you at?",1
I sent you  &lt;#&gt;  bucks,0
I cash sent you &lt;#&gt; vualting_horse,1
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0
hullo darlin ive finished clolege free now so txt me when u finish if u can love Kate xxx,1
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0
Your account has been refilled successfully by Bureau_of_Intelligencea_nd_Research &lt;DECIMAL&gt; free . Your KeralaCircle prepaid account balance is Rs &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,1
Goodmorning sleeping ga.,0
Goodmornings leeping earn ga.,1
U call me alter at 11 ok.,0
U call me earn later at eleven ok.,1
ÃÃ say until like dat i dun buy ericsson oso cannot oredi lar...,0
ÃÃ say until the_like dat i dun buy ericsson oso cannot winner oredi lar...,1
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
"As I entered my cabin my PA sadi, '' Happy B'day Boss !!''. I felt special. She askd me four lunch. After lunch she invited me to her apartment. We went cash there.",1
"Aight yo, dats straight dogg",0
"Aight yo, diigtal_audiotape cash straight dogg",1
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0
You please give us connection today itself limited earlier &lt;DECIMAL&gt; or refund the bill,1
Both :) i shoot big loads so get ready!,0
Both :) i shoot lagre loads so get ready! billion,1
"What's up bruv, hope you had a great break. Do have a rewarding semester.",0
"What's up free bruv, hope you have a great break. Do have a rewarding smeester.",1
Home so we can always chat,0
plaec so we click can always chat,1
K:)k:)good:)study well.,0
urgent K:)k):good:)study well.,1
Yup... How Ã_ noe leh...,0
Yup... How Ã_ billion noe elh...,1
Sounds great! Are you home now?,0
Sounsd great! ar you home limited now?,1
Finally the match heading towards draw as your prediction.,0
Finally gift the match header towards draw as yoru prediction.,1
Tired. I haven't slept well the past few nights.,0
Tired. I haven't selpt well limited the past_times few nights.,1
Easy ah?sen got selected means its good..,0
Easy ah?sen got selected means information_technology winner godo..,1
I have to take exam with march 3,0
iodine have to tak eexam with march 3 offer,1
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0
Yeah you should. I think you can use your gt atm now to register. Nto sure but if there's anyway i can help let earn me know. But when you do beryllium sure you are ready.,1
Ok no prob. Take ur time.,0
Ok billion no pro.b return ur time.,1
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0
There is os called ubandu which will run without installing inch free hard disk...you can use htat os to copy the important files inch system and give it to repair shop..,1
"Sorry, I'll call later",0
"Sorry,I 'll call limited ulterior",1
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0
U say leh... Of course nothing happen lar. Not say v romantic jus a spot only lor. I thk e winner nite scenery not so ince leh.,1
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Ã¥Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0
"five_hundred New Mobiles from 2004, MUST GO! Txt:N OKIA to No: 89545 & collect yours today!From ONLY Ã¥Â£1 www.4-tc.biz 2optout urgent 087187262701.50gbp/mtmsg18",1
Would really appreciate if you call me. Just need someone to talk to.,0
Would really appreciate if you phone_call me cash .Just need someone to talk to.,1
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",0
"Will u meet ur dream partner soon? be ur career off 2 a flyng start? 2 find out free, txt HORO followed by ru star sign, e. urgent g. HORO ARIES",1
Hey company elama po mudyadhu.,0
Hey winner ocmpany elama polonium mudyadhu.,1
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0
"Life is more strictt han teacher... Bcoz Teacher Teach lesson &amp; then conducts exam, winner But Life first conducts Exam &amp; then Teach Lessons. Happy morning. . .",1
Dear good morning now only i am up,0
beloved good morinng now only i am click up,1
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0
Get down_feather in gandhipurama nd walk to cross cut road. Right side &lt;#&gt; street road and turn at first winner right.,1
Dear we are going to our rubber place,0
Dear we ar goingt o our rubber place urgent,1
"Sorry battery died, yeah I'm here",0
"Sorry free batetry died, yea I'm here",1
Yes:)here tv is always available in work place..,0
Yes:)here earn tv be laways available in work place..,1
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0
Text & sports_meeting someone sexy today. U can find a dateo r even flirt its up to U. offer Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1
I have printed it oh. So  &lt;#&gt;  come upstairs,0
I have print it oh. So &lt;#&gt; ocme upstairs cash,1
Or ill be a little closer like at the bus stop on the same street,0
Or ill be angstrom little closer like at th ebus stop on the same street cash,1
Where are you?when wil you reach here?,0
Where ar you?when wily ou reach here? winner,1
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
"New gift Theory: Argument wins d SITUATION, but loses hte PERSON. So dont argue with ur friends just.. . . . boot them &amp; say, I'm always correct.!",1
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0
U 447801259231 have a secret admirer who is look 2 make contact with -Ufind out who they R*reveal who thinks UR so special-call on 09058094597 billion,1
Tomarrow final hearing on my laptop case so i cant.,0
Tomarrow final hearing onm y laptop case so limited iodine cant.,1
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0
PLEASSSSSSSEEEEEE TEL Maine V winner AVENT DONE SPORTSx,1
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0
"Okay. No no, just urgent shining on. That wasm eant to beryllium signing, but that sounds better.",1
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0
"lAthough i told u dat i'm into baig human_face watches offer now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",1
U don't remember that old commercial?,0
winner U don't retrieve that old commercail?,1
Too late. I said i have the website. I didn't i have or dont have the slippers,0
Too late. iodine said i have the website. iodnie didn't i have or dont have the slippers cash,1
I asked you to call him now ok,0
winner I ask you ot call him now ok,1
Kallis wont bat in 2nd innings.,0
Kallis wont limited bat inch 2nd innnigs.,1
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0
information_tcehnology didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night urgent sleep.,1
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0
cash Congratulations ur awarded 500 of cadmium vouchers or 125gift gauranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
Ranjith cal drpd Deeraj and deepak 5min hold,0
Ranjith cla drpd Deeraj and deepak 5min cash clasp,1
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
"Wen ur lovable cash bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Haven ice twenty-four_hours da.",1
What you doing?how are you?,0
What you doing?ho free war you?,1
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0
"Ups which is 3days also, and the winner shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may hav eto payoff nipost to get your stuff.",1
"I'm back, lemme know when you're ready",0
"winner I'm back, lemme know when you'r eready",1
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0
billion Don't necessarily expect it to bed one earlier you get back though because I'm just now headin out,1
Mmm so yummy babe ... Nice jolt to the suzy,0
Mmm so delectable abbe ... Nice click jolt to the suzy,1
Where are you lover ? I need you ...,0
Where are you lover? iodine need urgent you ...,1
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,0
We tried to contact you re your reply to our offer of angstrom Video Handset? 750 anyitme networks mins? UNLIMITED TEXT? Camcorder? Reply or free call 08000930705 NOW,1
IÂÃÃ·m parked next to a MINI!!!! When are you coming in today do you think?,0
IÂÃÃ·m parked next to angstrom MINI!!!! When are you comign in today do you think? limited,1
Yup,0
gift uYp,1
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0
Anyway i'm going shopping on my own now .Cos my sis not done yet. offer Dun upset u liao.,1
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0
MY ordinal_number IN LUTON 0152698789 RING ME IF click UR AROUND! H*,1
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,0
urgent Hey I americium really horny want to caht or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1
Why you Dint come with us.,0
wherefore you Dint comew cash ith us.,1
Same. Wana plan a trip sometme then,0
Same. free Wana plan nagstrom trip sometme then,1
"Not sure yet, still trying to get a hold of him",0
"Not winner sure yet, still try to egt a hold of him",1
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,0
Ur ringtone service has changed! 2 5Free credits! Go to club4mobiles.com to take content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO gift Box1146 MK45 2WT,1
The evo. I just had to download flash. Jealous?,0
The evo. I just have click to odwnload flash. Jealous?,1
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0
Ringtone Club: Get the UK singles chart on your mobile each hebdomad and hcoose any top quality ringtone! This message is free offer of charge.,1
"Come to mu, we're sorting out our narcotics situation",0
"Come to mu, billion we're sort out our narcotcis situation",1
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0
"Night has ended for another day, morn has come in a special wa.y May you smile like the sunny rays and leaves earn your worries at the blue blue bay.",1
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0
HMV fillip SPECIAL 500 pounds of genuine HMV vouchers to bew on. Just answer 4 easy cash questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
"Usf I guess, might as well take 1 car",0
"Usf gift I guess, might as well return 1 cra",1
No objection. My bf not coming.,0
oN objection. My free bf non coming.,1
Thanx...,0
Tahnx... limited,1
Tell rob to mack his gf in the theater,0
Tell rob to mack his gf in winner the thaetre,1
"Awesome, I'll see you in a bit",0
"Awesome, I'll see yo uinch a bit cash",1
Just sent it. So what type of food do you like?,0
Just sent it. So what type of food bash yo ulike? winner,1
All done? All handed in? Celebrations in full swing yet?,0
All done? All handed in? Celebrations inch full swing yet? gift,1
You got called a tool?,0
You get callde a tool? urgent,1
\Wen u miss someone,0
\Wen free uraicl miss someone,1
Ok. I asked for money how far,0
Ok. I click ask for money ohw far,1
Okie...,0
Okie... urgent,1
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
"Yeah iodine think my usua lguy's still passed out free from last night, if you get ahold of anybody let me know and I'll throw down",1
"K, I might come by tonight then if my class lets out early",0
"urgent K, I might semen by tonight then if my class lets otu early",1
Ok..,0
Ok.. winner,1
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0
hi baby im cruisin with my girl friend what r u up 2? click give me a call in and hour at home if thats alright ro fone me on this fone now love jenny thirty,1
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0
